City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Talnakh,RU,69.4865,88.3972,-20.72,84,100,6.96,overcast clouds
348,Bozova,TR,37.3625,38.5267,39.2,56,0,8.05,clear sky
349,Portadown,GB,54.4241,-6.4412,46.4,100,20,11.5,few clouds
350,Teguise,ES,29.0605,-13.564,64.4,82,20,11.5,few clouds
351,Kijang,KR,35.2442,129.2139,39.2,65,0,4.61,clear sky
352,San Cristobal,VE,7.7669,-72.225,65.08,79,4,1.83,clear sky
353,Panjab,AF,34.388,67.0233,0.19,42,0,3.09,clear sky
354,Iqaluit,CA,63.7506,-68.5145,-5.01,71,1,10.36,clear sky
355,Awbari,LY,26.5921,12.7805,54.57,48,0,8.5,clear sky
356,Kibre Mengist,ET,5.8833,38.9833,49.6,49,8,2.62,clear sky
357,Zhenjiang,CN,32.2092,119.4342,39.99,87,0,3.0,clear sky
358,Karatau,KZ,43.1667,70.4667,13.42,92,31,1.92,scattered clouds
359,Hami,CN,42.8,93.45,14.88,83,0,6.29,clear sky
360,Brentwood,US,40.7812,-73.2462,35.01,100,90,10.36,mist
361,Sabha,LY,27.0377,14.4283,56.05,48,0,15.26,clear sky
362,Romanovskaya,RU,47.5426,42.0285,36.16,85,100,14.47,overcast clouds
363,Pandan Niog,PH,6.2282,120.5631,81.45,79,18,12.93,light rain
364,Inirida,CO,3.8653,-67.9239,74.23,92,49,1.95,scattered clouds
365,Gananoque,CA,44.3334,-76.1661,27.0,69,100,8.01,light snow
366,Concepcion,CL,-36.827,-73.0498,60.8,59,0,13.8,clear sky
367,Fairbanks,US,64.8378,-147.7164,-9.99,70,20,0.89,few clouds
368,Egvekinot,RU,66.3167,-179.1667,-14.71,88,55,12.03,broken clouds
369,Southbridge,US,42.0751,-72.0334,28.99,89,100,6.46,light snow
370,Hambantota,LK,6.1241,81.1185,68.0,100,40,2.3,scattered clouds
371,Mananjary,MG,-21.2167,48.3333,75.42,91,9,7.29,clear sky
372,Ganzhou,CN,28.8184,115.4327,47.26,74,100,1.77,overcast clouds
373,Atar,MR,20.5169,-13.0499,67.03,22,0,7.36,clear sky
374,Vanimo,PG,-2.6741,141.3028,82.17,81,100,5.86,overcast clouds
375,Hienghene,NC,-20.6833,164.9333,78.08,77,100,16.04,overcast clouds
376,Orel-Izumrud,RU,43.4583,39.9244,50.0,57,90,11.18,overcast clouds
377,Ginir,ET,7.1333,40.7,54.23,39,0,3.2,clear sky
378,Roma,US,43.2128,-75.4557,26.6,80,90,11.5,light snow
379,Anchorage,US,61.2181,-149.9003,15.8,73,20,0.29,few clouds
380,Esso,RU,55.9333,158.7,15.12,89,100,6.96,overcast clouds
381,Husavik,IS,66.0449,-17.3389,21.2,68,75,2.46,light snow
382,Ahipara,NZ,-35.1667,173.1667,75.07,63,6,5.93,clear sky
383,Soria,ES,41.6667,-2.6667,48.0,95,100,7.92,overcast clouds
384,Shubarshi,KZ,48.5872,57.1869,14.31,96,21,9.57,few clouds
385,Kayerkan,RU,69.3497,87.7602,-21.08,85,100,7.18,overcast clouds
386,Severo-Kurilsk,RU,50.6789,156.125,25.77,95,82,23.76,light snow
387,Brae,GB,60.3964,-1.353,30.2,80,56,3.44,broken clouds
388,Kuala Terengganu,MY,5.3302,103.1408,75.2,94,40,4.61,scattered clouds
389,Komsomolskiy,UZ,40.4272,71.7189,21.2,79,28,6.91,mist
390,Bintulu,MY,3.1667,113.0333,75.2,100,40,3.44,scattered clouds
391,Conceicao Do Araguaia,BR,-8.2578,-49.2647,74.73,86,100,1.74,light rain
392,Klaksvik,FO,62.2266,-6.589,33.8,86,88,14.97,light snow
393,Aksarka,RU,66.5606,67.7975,-32.62,81,0,7.63,clear sky
394,Constantine,DZ,36.365,6.6147,33.8,93,20,3.44,few clouds
395,Marevo,RU,57.3146,32.0804,29.77,97,60,7.65,snow
396,Buala,SB,-8.145,159.5921,85.21,73,90,13.91,light rain
397,Norman Wells,CA,65.282,-126.8329,-18.4,83,75,3.44,light snow
398,Zhoucheng,CN,35.9122,116.3117,39.49,70,0,10.78,clear sky
399,Male,MV,4.1748,73.5089,80.6,74,75,11.5,broken clouds
400,Sindor,RU,62.8629,51.8905,19.99,98,79,4.9,broken clouds
401,Cidreira,BR,-30.1811,-50.2056,74.97,92,100,6.33,light rain
402,Bilma,NE,18.6853,12.9164,62.37,21,0,7.4,clear sky
403,Maua,BR,-23.6678,-46.4614,73.99,68,20,2.3,few clouds
404,Najran,SA,17.4924,44.1277,51.8,50,0,0.94,clear sky
405,Alugan,PH,12.2188,125.4808,80.8,85,100,12.77,overcast clouds
406,Kohima,IN,25.6667,94.1167,45.84,85,0,2.95,clear sky
407,Solnechnyy,RU,50.7214,136.6319,-7.37,85,100,7.76,light snow
408,Sangar,RU,63.9242,127.4739,-55.8,64,71,4.21,broken clouds
409,Tezu,IN,27.9167,96.1667,58.37,38,0,3.65,clear sky
410,Carbondale,US,37.7273,-89.2168,37.4,70,90,10.36,overcast clouds
411,Hailar,CN,49.2,119.7,-12.08,88,81,10.54,broken clouds
412,Ust-Kuyga,RU,70.0167,135.6,-39.66,77,100,2.73,overcast clouds
413,Gamba,GA,-2.65,10.0,77.59,91,100,5.91,light rain
414,Miracema Do Tocantins,BR,-9.5618,-48.3967,75.15,82,100,2.8,overcast clouds
415,Hofn,IS,64.2539,-15.2082,25.34,89,100,27.04,overcast clouds
416,Bata,GQ,1.8639,9.7658,78.8,100,40,6.11,light rain
417,Bayan,CN,46.0833,127.4,-2.67,87,35,12.17,scattered clouds
418,Vezirkopru,TR,41.1436,35.4547,46.4,66,75,5.75,broken clouds
419,Broome,US,42.2506,-75.833,28.99,93,90,12.66,light snow
420,Sao Joao Da Barra,BR,-21.6403,-41.0511,77.81,83,48,20.33,scattered clouds
421,Novyy Urengoy,RU,66.0833,76.6333,-31.49,84,100,6.91,overcast clouds
422,Armeria,MX,18.9333,-103.9667,69.93,85,27,2.64,scattered clouds
423,Along,IN,28.1667,94.7667,53.42,60,87,2.66,overcast clouds
424,Locri,IT,38.2414,16.2623,52.0,43,75,14.97,broken clouds
425,Kendari,ID,-3.945,122.4989,82.24,76,100,2.3,overcast clouds
426,Lazaro Cardenas,MX,17.9583,-102.2,73.81,81,100,2.57,overcast clouds
427,Araguaina,BR,-7.1911,-48.2072,76.39,79,96,3.11,overcast clouds
428,Turukhansk,RU,65.8167,87.9833,-22.9,85,100,20.47,light snow
429,Los Llanos De Aridane,ES,28.6585,-17.9182,64.4,72,0,10.36,clear sky
430,Renfrew,GB,55.872,-4.3925,35.6,100,90,2.3,light rain
431,Saint George,US,37.1041,-113.5841,37.4,65,90,4.61,overcast clouds
432,Pisco,PE,-13.7,-76.2167,68.0,89,62,13.0,broken clouds
433,Juneau,US,58.3019,-134.4197,23.0,46,20,13.8,few clouds
434,Kavaratti,IN,10.5669,72.642,80.55,71,51,14.16,broken clouds
435,Mansa,IN,29.9833,75.3833,44.31,60,0,3.71,clear sky
436,Nanchong,CN,30.7951,106.0847,45.36,85,83,4.09,broken clouds
437,Limoges,FR,45.75,1.3333,37.99,75,75,6.91,broken clouds
438,Pilar,BR,-9.5972,-35.9567,75.2,88,75,3.44,broken clouds
439,Santa Vitoria,BR,-18.8386,-50.1214,76.06,71,80,4.81,broken clouds
440,Sakakah,SA,29.9697,40.2064,48.2,34,0,8.14,clear sky
441,Ayagoz,KZ,47.9714,80.4392,4.73,90,100,3.69,overcast clouds
442,Homer,US,59.6425,-151.5483,30.2,59,1,3.44,clear sky
443,Coihaique,CL,-45.5752,-72.0662,50.0,81,75,9.22,light rain
444,Qaqortoq,GL,60.7167,-46.0333,10.9,82,0,9.53,clear sky
445,Xinxiang,CN,35.3089,113.8672,41.18,59,100,3.27,overcast clouds
446,Adrar,MR,20.5022,-10.0711,65.84,21,0,8.43,clear sky
447,Araouane,ML,18.9048,-3.5265,66.72,19,0,10.87,clear sky
448,Hluti,SZ,-27.2167,31.6167,69.93,96,98,3.89,overcast clouds
449,Yerbogachen,RU,61.2767,108.0108,-43.82,80,81,1.86,broken clouds
450,Briancon,FR,44.9,6.65,33.01,65,100,1.01,overcast clouds
451,Gewane,ET,10.1664,40.6453,61.79,51,0,4.68,clear sky
452,Kushima,JP,31.4583,131.2333,53.6,94,75,3.44,broken clouds
453,Victor Harbor,AU,-35.5667,138.6167,66.0,62,0,1.99,clear sky
454,Plettenberg Bay,ZA,-34.0527,23.3716,66.94,83,54,5.08,broken clouds
455,Touros,BR,-5.1989,-35.4608,79.02,79,50,14.25,scattered clouds
456,Imbituba,BR,-28.24,-48.6703,77.0,94,0,6.91,light rain
457,Tual,ID,-5.6667,132.75,82.92,79,100,19.44,light rain
458,Kudahuvadhoo,MV,2.6708,72.8944,81.07,75,100,15.43,overcast clouds
459,Tara,RU,56.8944,74.371,33.22,97,100,12.95,light snow
460,Borgarnes,IS,64.5383,-21.9206,30.2,43,0,20.71,clear sky
461,Omsukchan,RU,62.5333,155.8,-26.14,82,100,4.92,overcast clouds
462,Ust-Ishim,RU,57.6935,71.1665,28.9,98,100,10.94,overcast clouds
463,Kurilsk,RU,45.2333,147.8833,25.36,94,57,16.02,snow
464,Vao,NC,-22.6667,167.4833,76.73,80,34,23.49,scattered clouds
465,Tuatapere,NZ,-46.1333,167.6833,77.0,49,72,11.99,light rain
466,Iralaya,HN,15.0,-83.2333,80.6,81,20,10.36,few clouds
467,Yizheng,CN,24.6706,103.4296,48.72,93,38,9.17,scattered clouds
468,Humberto De Campos,BR,-2.5983,-43.4611,76.42,90,100,4.38,overcast clouds
469,Basco,PH,20.4487,121.9702,72.28,72,0,19.39,clear sky
470,Faya,SA,18.3851,42.4509,55.4,50,0,2.98,clear sky
471,Zaysan,KZ,47.4667,84.8667,-0.17,91,93,1.48,snow
472,Bari,IT,41.1177,16.8512,39.2,75,40,13.8,scattered clouds
473,Mount Gambier,AU,-37.8333,140.7667,68.0,40,10,24.16,clear sky
474,Viking,CA,53.1001,-111.7684,1.4,78,100,12.66,overcast clouds
475,Vaitape,PF,-16.5167,-151.75,81.86,72,5,16.08,clear sky
476,Udachnyy,RU,66.4167,112.4,-41.93,79,17,1.74,few clouds
477,Varkkallai,IN,8.7341,76.7067,73.4,83,20,3.44,mist
478,San Lazaro,BZ,18.0387,-88.6622,80.6,83,20,4.61,few clouds
479,Goma,CD,-1.6792,29.2228,61.27,81,100,1.63,overcast clouds
480,Marion,US,39.7684,-86.1555,33.01,80,90,11.5,overcast clouds
481,Nishihara,JP,26.1842,127.7558,68.0,68,75,18.41,broken clouds
482,Nampa,US,43.5407,-116.5635,37.0,64,75,9.22,broken clouds
483,Russell,US,32.3502,-85.1999,64.4,72,90,3.44,overcast clouds
484,Ekhabi,RU,53.5102,142.9671,2.1,93,100,10.85,light snow
485,Bundaberg,AU,-24.85,152.35,84.2,58,75,11.5,broken clouds
486,Guane,CU,22.2025,-84.0875,72.81,90,0,5.41,clear sky
487,Carutapera,BR,-1.195,-46.02,77.79,86,100,5.26,light rain
488,Impfondo,CG,1.6381,18.0667,72.97,86,97,2.66,overcast clouds
489,Yantongshan,CN,43.2919,126.0094,2.95,88,0,5.5,clear sky
490,Alexandria,EG,31.2156,29.9553,53.6,82,0,2.3,clear sky
491,Gunjur,GM,13.2019,-16.7339,66.2,68,0,6.58,clear sky
492,Krasnyy Chikoy,RU,50.3643,108.7512,-18.76,83,94,3.2,overcast clouds
493,Innisfail,AU,-17.5333,146.0333,82.09,70,100,5.03,overcast clouds
494,Nicoya,CR,10.1483,-85.452,77.4,68,0,9.44,clear sky
495,Yuli,NG,9.6989,10.2744,73.22,21,64,6.8,broken clouds
496,Severomuysk,RU,56.1481,113.4267,-29.61,85,100,5.41,overcast clouds
497,Scarborough,GB,54.2797,-0.4044,36.0,94,100,1.99,overcast clouds
498,Naliya,IN,23.2667,68.8333,56.5,58,0,7.85,clear sky
499,Arlit,NE,18.7369,7.3853,62.73,21,0,7.09,clear sky
500,Viedma,AR,-40.8135,-62.9967,59.0,81,0,14.14,clear sky
501,Katra,IN,32.9833,74.95,41.58,57,0,9.62,clear sky
502,Hovin,NO,63.1055,10.225,28.99,88,62,1.99,broken clouds
503,Prince Rupert,CA,54.3161,-130.3201,37.4,56,1,4.43,clear sky
504,Abu Samrah,SY,35.3029,37.1841,45.32,57,100,5.39,overcast clouds
505,French Harbor,HN,16.35,-86.4333,80.01,90,0,1.01,clear sky
506,Ottawa,CA,45.4112,-75.6981,23.0,93,90,14.97,snow
507,Mouila,GA,-1.8685,11.0559,73.69,91,100,0.63,overcast clouds
508,Zhob,PK,31.3411,69.4481,36.28,62,0,1.77,clear sky
509,Pontes E Lacerda,BR,-15.2261,-59.3353,76.3,83,98,3.85,overcast clouds
510,Shrirangapattana,IN,12.4136,76.7042,60.8,94,94,2.17,mist
511,Bonavista,CA,48.6499,-53.1147,33.01,100,100,5.75,light snow
512,Palmerston,AU,-12.486,130.9833,82.0,94,90,16.11,overcast clouds
513,Tabalosos,PE,-6.35,-76.6833,64.9,95,100,3.24,heavy intensity rain
514,Vestmannaeyjar,IS,63.4427,-20.2734,33.03,86,100,25.77,overcast clouds
515,Ahwa,IN,20.75,73.6833,60.51,43,0,4.27,clear sky
516,Yingcheng,CN,30.95,113.55,42.8,93,90,4.47,mist
517,Korla,CN,41.7597,86.1469,18.46,83,0,2.13,clear sky
518,Sassandra,CI,4.95,-6.0833,77.09,88,96,6.6,overcast clouds
519,Walvis Bay,NA,-22.9575,14.5053,68.0,88,6,2.3,clear sky
520,Weihe,CN,32.9952,105.3247,35.69,79,100,3.74,overcast clouds
521,Roald,NO,62.5833,6.1333,30.2,93,20,9.22,few clouds
522,Maceio,BR,-9.6658,-35.7353,75.2,88,75,3.44,broken clouds
523,Te Anau,NZ,-45.4167,167.7167,67.78,63,47,13.38,moderate rain
524,Griffith,US,41.5284,-87.4237,32.0,86,90,11.5,light snow
525,Singaraja,ID,-8.112,115.0882,81.0,72,100,3.15,overcast clouds
526,Virginia Beach,US,36.8529,-75.978,50.0,81,90,5.75,mist
527,Idenao,CM,4.2475,9.0047,78.8,100,20,9.22,few clouds
528,Okakarara,NA,-20.5833,17.4333,67.71,77,100,8.39,overcast clouds
529,Saint-Cyr-Sur-Loire,FR,47.4,0.6667,37.0,93,90,9.22,light snow
530,Praia Da Vitoria,PT,38.7333,-27.0667,64.0,92,100,18.99,overcast clouds
531,Vitim,RU,59.4511,112.5578,-37.08,79,100,0.94,overcast clouds
532,Zachary,US,30.6485,-91.1565,64.99,82,90,5.75,overcast clouds
533,Tamiahua,MX,21.2667,-97.45,70.57,93,54,4.38,broken clouds
534,Jalingo,NG,8.8833,11.3667,75.83,19,91,3.65,overcast clouds
535,Ucluelet,CA,48.9329,-125.5528,42.01,60,90,10.36,overcast clouds
536,Banda Aceh,ID,5.5577,95.3222,78.89,76,87,5.39,overcast clouds
537,Saint-Francois,FR,46.4154,3.9054,34.0,86,0,2.3,clear sky
538,Sambava,MG,-14.2667,50.1667,75.2,86,13,4.81,few clouds
539,Haikou,CN,20.0458,110.3417,64.4,100,90,6.71,fog
540,Ust-Tsilma,RU,65.441,52.1498,-5.37,91,100,7.96,light snow
541,Iquique,CL,-20.2208,-70.1431,69.8,73,0,18.41,clear sky
542,Port-Gentil,GA,-0.7193,8.7815,80.98,80,100,9.26,light rain
543,Qui Nhon,VN,13.7667,109.2333,71.56,86,100,9.48,overcast clouds
544,Sarangani,PH,5.4033,125.4636,81.55,77,100,13.04,overcast clouds
545,Kamenka,RU,51.3223,42.7678,34.21,96,100,17.0,overcast clouds
546,Ponta Delgada,PT,37.7333,-25.6667,63.0,94,75,19.57,broken clouds
547,Tuy Hoa,VN,13.0833,109.3,72.81,87,99,9.69,overcast clouds
548,Tessalit,ML,20.1986,1.0114,64.24,23,0,9.8,clear sky
549,Havoysund,NO,70.9963,24.6622,23.0,80,90,14.97,light snow
550,Kholm,RU,59.2667,32.85,31.98,96,100,7.83,light snow
551,Katastarion,GR,37.8333,20.7667,50.0,53,0,19.57,clear sky
552,Luanda,AO,-8.8368,13.2343,80.6,78,20,4.61,few clouds
553,Nyurba,RU,63.2842,118.3319,-50.13,75,51,2.93,broken clouds
554,Lucapa,AO,-8.4192,20.7447,62.92,85,100,2.24,overcast clouds
555,Paysandu,UY,-32.3214,-58.0756,73.0,94,100,1.99,overcast clouds
556,Lasa,IT,46.6166,10.7002,19.99,52,28,6.69,scattered clouds
557,Shasta Lake,US,40.6804,-122.3708,37.99,92,100,1.99,snow
558,Barkhan,PK,29.8977,69.5256,40.42,51,0,3.67,clear sky
559,Labuhan,ID,-6.8844,112.2051,81.21,78,100,6.67,overcast clouds
560,Naze,JP,28.3667,129.4833,62.6,82,75,10.36,light rain
561,Jiazi,CN,22.8779,116.067,62.98,75,39,16.69,scattered clouds
562,Teplyk,UA,48.6657,29.745,30.87,93,100,10.6,overcast clouds
563,Azul,AR,-36.777,-59.8585,73.09,72,100,6.06,overcast clouds
564,Jinxi,CN,30.4323,116.2922,46.45,79,64,4.65,broken clouds
565,Aloleng,PH,16.1307,119.7824,81.59,73,6,8.01,clear sky
566,Izhma,RU,65.0083,53.9113,-4.14,91,100,6.69,light snow
567,Sobolevo,RU,54.4299,31.8996,30.54,98,100,20.62,snow
568,Douglas,US,41.3,-96.167,16.0,85,1,9.22,clear sky
569,Kloulklubed,PW,7.0419,134.2556,82.13,72,100,15.19,overcast clouds
570,Batemans Bay,AU,-35.7167,150.1833,64.99,73,89,5.99,overcast clouds
571,Formosa,AR,-26.1775,-58.1781,75.2,100,90,5.82,light rain
572,Migori,KE,-1.0634,34.4731,61.34,85,2,4.61,clear sky
573,Barinas,VE,8.6226,-70.2075,77.61,59,0,2.15,clear sky
574,Saint-Pierre,RE,-21.3393,55.4781,75.2,57,0,6.91,clear sky
575,Jishou,CN,28.3167,109.7167,42.49,80,100,3.91,overcast clouds
576,Biak,ID,-0.9131,122.8766,82.92,62,46,4.79,scattered clouds
577,Tupik,RU,54.4253,119.9327,-18.71,84,100,7.83,overcast clouds
578,Nago,JP,26.5881,127.9761,68.0,68,75,18.41,broken clouds
579,Gravdal,NO,68.1214,13.5031,31.71,90,0,9.08,clear sky
580,Mindelo,CV,16.8901,-24.9804,69.8,83,20,13.8,few clouds
581,Orichi,RU,58.4036,49.0572,20.98,97,100,7.94,light snow
582,Camacha,PT,33.0833,-16.3333,62.6,82,40,14.97,scattered clouds
583,Port-Cartier,CA,50.0334,-66.8654,30.2,80,87,2.3,overcast clouds
584,Hualmay,PE,-11.0964,-77.6139,71.82,76,100,11.59,overcast clouds
585,Rockland,US,41.1668,-74.0496,32.0,92,99,1.77,light snow
586,Leningradskiy,RU,69.3833,178.4167,-20.11,86,95,6.89,overcast clouds
587,Cumana,VE,10.4635,-64.1775,76.37,82,12,14.9,few clouds
588,Saint-Louis,SN,16.3333,-15.0,73.4,23,0,2.3,clear sky
589,Seoul,KR,37.5683,126.9778,33.8,59,0,2.3,clear sky
590,Minsk,BY,53.9,27.5667,30.2,93,90,17.9,snow
591,Pocola,US,35.2312,-94.478,41.0,70,1,3.44,clear sky
592,Mogadishu,SO,2.0371,45.3438,75.52,86,46,16.4,scattered clouds
593,Surat Thani,TH,9.1667,99.25,79.0,100,20,3.44,mist
594,Dauriya,RU,49.9333,116.8667,-15.54,87,91,9.42,overcast clouds
595,Listvyagi,RU,53.6772,86.951,7.54,95,100,8.59,light snow
596,Skjervoy,NO,70.0311,20.9714,23.5,90,13,22.17,few clouds
597,Aktau,KZ,43.65,51.2,32.49,83,0,17.43,clear sky
598,Shache,CN,38.4167,77.2406,17.82,91,0,1.43,clear sky
599,Nizhniy Baskunchak,RU,48.2198,46.8311,28.8,95,100,11.34,overcast clouds
600,Grand Gaube,MU,-20.0064,57.6608,73.99,79,41,3.0,scattered clouds
601,Palu,ID,-0.8917,119.8707,83.62,60,100,0.94,overcast clouds
602,Coquimbo,CL,-29.9533,-71.3436,62.6,82,90,6.91,overcast clouds
603,Pimenteiras,BR,-6.2453,-41.4192,74.8,74,90,2.26,overcast clouds
604,Pestovo,RU,58.5938,35.8024,29.08,98,100,9.06,overcast clouds
605,Rio Grande,BR,-32.035,-52.0986,75.99,95,100,9.24,light rain
606,Gizo,SB,-8.103,156.8419,85.3,73,100,13.49,overcast clouds
607,Winchester,GB,51.0651,-1.3187,48.99,100,90,3.44,mist
608,Acajutiba,BR,-11.6622,-38.0172,69.94,95,74,4.92,broken clouds
609,Kincardine,GB,56.0667,-3.7167,37.99,100,90,2.3,light intensity drizzle
610,Ambon,ID,-3.6954,128.1814,86.0,66,40,9.22,scattered clouds
611,Maningrida,AU,-12.0667,134.2667,85.86,71,96,9.33,overcast clouds
612,Richards Bay,ZA,-28.783,32.0377,76.37,91,100,7.34,overcast clouds
613,Marathon,US,44.9,-89.7668,15.8,67,1,6.91,clear sky
614,Khalkhal,IR,37.6189,48.5258,22.21,76,1,3.49,clear sky
615,Adre,TD,13.4667,22.2,64.2,23,0,9.24,clear sky
616,Sorland,NO,67.667,12.6934,36.32,80,100,14.2,overcast clouds
617,Elliot Lake,CA,46.3834,-82.6331,21.2,63,90,13.8,overcast clouds
618,Port Lincoln,AU,-34.7333,135.8667,66.24,67,45,15.39,scattered clouds
619,Buenavista,PH,8.9769,125.4089,80.46,75,100,5.06,overcast clouds
620,Haines Junction,CA,60.7522,-137.5108,-7.6,84,0,2.3,clear sky
621,Innerleithen,GB,55.6193,-3.063,36.0,10,100,6.69,snow
622,Extrema,BR,-22.8547,-46.3183,73.4,73,40,3.44,scattered clouds
623,Goundam,ML,16.4145,-3.6708,66.47,18,0,8.39,clear sky
624,Grand-Lahou,CI,5.1367,-5.0242,78.42,87,10,8.08,clear sky
625,Yeppoon,AU,-23.1333,150.7333,87.8,51,20,8.05,few clouds
626,La Ronge,CA,55.1001,-105.2842,-20.2,76,0,2.3,clear sky
627,Manta,EC,-0.95,-80.7333,76.96,81,100,9.01,overcast clouds
628,Palmer,US,42.1584,-72.3287,28.0,93,100,4.43,light snow
629,Wewak,PG,-3.5534,143.6268,83.86,73,100,2.26,light rain
630,Yokadouma,CM,3.5167,15.05,70.07,75,51,1.59,broken clouds
631,Uglegorsk,RU,49.0833,142.0333,14.07,89,100,9.24,light snow
632,Santa Rosalia,MX,27.3167,-112.2833,56.73,53,0,4.03,clear sky
633,Epureni,RO,46.7062,28.0403,32.0,74,0,6.91,clear sky
634,Verkhnyaya Inta,RU,65.9811,60.3094,-22.49,84,100,10.98,overcast clouds
635,Osmena,PH,10.5208,119.9258,80.37,79,5,15.93,clear sky
636,Aquiraz,BR,-3.9014,-38.3911,80.6,83,40,5.75,scattered clouds
637,Sri Aman,MY,1.2376,111.4621,73.4,100,40,2.21,scattered clouds
638,Bayshore Gardens,US,27.4253,-82.5904,70.0,88,1,7.52,clear sky
639,Fort Saint James,CA,54.4333,-124.25,18.61,96,100,3.62,light snow
640,Bocaiuva,BR,-17.1078,-43.815,68.49,73,13,5.61,few clouds
641,Raudeberg,NO,61.9875,5.1352,28.99,93,34,9.22,scattered clouds
642,Swan Hill,AU,-35.3378,143.5544,72.9,32,0,11.18,clear sky
643,Bemidji,US,47.4736,-94.8803,-2.99,77,1,3.44,clear sky
644,Antofagasta,CL,-23.65,-70.4,68.0,73,75,11.5,broken clouds
645,Llanes,ES,43.4198,-4.7549,55.99,98,88,1.01,overcast clouds
646,Jackson,US,42.4165,-122.8345,39.99,56,90,12.66,light rain
647,Asau,RO,46.4333,26.4,30.99,54,100,7.54,overcast clouds
648,Cacu,BR,-18.5567,-51.1308,74.26,75,77,4.68,broken clouds
649,Kawalu,ID,-7.3817,108.2082,78.98,75,100,1.48,overcast clouds
650,Zalantun,CN,48.0,122.7167,-3.26,82,6,6.76,clear sky
651,Itaberai,BR,-16.0203,-49.8103,68.54,90,100,3.13,overcast clouds
652,Seymchan,RU,62.8833,152.4333,-25.94,82,100,3.69,overcast clouds
653,Nizwa,OM,22.9333,57.5333,53.1,72,6,0.69,clear sky
654,La Palma,US,33.8464,-118.0467,54.0,40,1,6.91,clear sky
655,Covington,US,39.0837,-84.5086,39.2,70,90,9.22,overcast clouds
656,Shakawe,BW,-18.3667,21.85,68.54,92,100,3.4,light rain
657,Upington,ZA,-28.4478,21.2561,77.0,69,45,4.61,scattered clouds
658,Cakovec,HR,46.3844,16.4339,30.0,64,78,5.66,broken clouds
659,Blackwater,AU,-23.5833,148.8833,88.92,40,0,8.34,clear sky
660,Siemiatycze,PL,52.4272,22.8623,32.0,92,100,3.0,overcast clouds
661,Mizdah,LY,31.4451,12.9801,44.53,73,8,7.18,clear sky
662,Udobnaya,RU,44.1932,41.5529,38.71,71,90,6.26,overcast clouds
663,Cockburn Town,TC,21.4612,-71.1419,75.83,77,48,18.39,scattered clouds
664,Boyolangu,ID,-8.1181,111.8935,80.17,76,100,1.83,light rain
665,Kenai,US,60.5544,-151.2583,19.99,79,1,3.44,clear sky
666,Merrill,US,45.1805,-89.6835,15.8,73,1,6.91,clear sky
667,Ixtapa,MX,20.7,-105.2,70.0,81,59,4.0,broken clouds
668,Aginskoye,RU,51.1,114.53,-10.16,85,100,14.18,overcast clouds
669,Kyra,RU,49.5776,111.9753,-15.95,79,0,3.78,clear sky
670,Lorengau,PG,-2.0226,147.2712,85.1,71,100,11.77,overcast clouds
671,Saryg-Sep,RU,51.5,95.6,-15.27,86,100,1.63,overcast clouds
672,Porto Santo,PT,33.072,-16.3415,62.6,82,40,14.97,scattered clouds
673,Tay Ninh,VN,11.3,106.1,77.45,68,6,6.15,clear sky
674,Cascais,PT,38.6979,-9.4215,59.0,20,16,4.27,few clouds
675,Yinchuan,CN,38.4681,106.2731,26.87,72,97,5.32,overcast clouds
676,Zacualtipan,MX,20.65,-98.6,58.93,97,21,1.32,few clouds
677,Riberalta,BO,-10.9833,-66.1,75.2,94,100,2.59,heavy intensity rain
678,Pimentel,PE,-6.8367,-79.9342,72.07,77,85,12.77,overcast clouds
679,Maraa,BR,-1.8333,-65.3667,75.29,90,100,1.63,overcast clouds
680,Edson,CA,53.5835,-116.4356,3.2,85,90,8.05,light snow
681,Mahibadhoo,MV,3.7833,72.9667,80.83,72,66,14.16,broken clouds
682,North Bend,US,43.4065,-124.2243,41.0,95,100,5.99,overcast clouds
683,Shimoda,JP,34.6667,138.95,62.6,94,75,25.32,mist
684,Chitungwiza,ZW,-18.0127,31.0756,64.0,89,37,5.01,scattered clouds
685,Tutoia,BR,-2.7619,-42.2744,79.77,85,100,10.04,overcast clouds
686,Ulladulla,AU,-35.35,150.4667,64.4,100,90,16.11,drizzle
687,Reyes,BO,-14.3167,-67.3833,75.6,85,100,3.65,overcast clouds
688,Vershino-Darasunskiy,RU,52.35,115.5167,-12.32,90,100,5.21,overcast clouds
689,Puerto Quijarro,BO,-17.7833,-57.7667,80.62,68,92,3.51,overcast clouds
690,Owando,CG,-0.4819,15.8999,72.55,95,99,3.78,light rain
691,Guiren,CN,33.6697,118.1889,39.47,72,0,6.98,clear sky
692,Almaznyy,RU,48.0448,40.045,37.4,87,20,20.13,few clouds
693,Rocha,UY,-34.4833,-54.3333,73.53,82,100,4.18,overcast clouds
694,Shingu,JP,33.7333,135.9833,55.4,82,75,21.85,broken clouds
695,Segou,ML,13.4317,-6.2157,69.15,19,0,10.47,clear sky
696,Vestmanna,FO,62.1564,-7.1664,33.8,86,75,14.97,broken clouds
697,Port Charlotte,US,26.9762,-82.0906,72.0,88,1,4.61,clear sky
698,Chisindia,RO,46.2833,22.1,27.0,93,0,6.91,clear sky
699,Jumla,NP,29.2747,82.1838,31.77,39,0,4.83,clear sky
700,Dehloran,IR,32.6941,47.2679,54.16,41,85,1.9,overcast clouds
